ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
Vulic-2020-2244,"Vulić, Ivan and Baker, Simon and Ponti, Edoardo Maria and Petti, Ulla and Leviant, Ira and Wing, Kelly and Majewska, Olga and Bar, Eden and Malone, Matt and Poibeau, Thierry and Reichart, Roi and Korhonen, Anna 2021","Multi-SimLex is a large-scale multilingual resource for lexical semantics. The current version of Multi-SimLex provides human judgments on the semantic similarity of word pairs across a variety of languages. The original list includes 1,888 word pairs that were translated from English into 12 languages (e.g., Mandarin Chinese, Spanish, Russian, Welsh, Kiswahili). The list was prepared so that individual words were disambiguated to make a mapping to Concepticon possible.","Vulić, Ivan and Baker, Simon and Ponti, Edoardo Maria and Petti, Ulla and Leviant, Ira and Wing, Kelly and Majewska, Olga and Bar, Eden and Malone, Matt and Poibeau, Thierry and Reichart, Roi and Korhonen, Anna",n.d.,Vulic2020,,,relations,2021,2244,arabic cantonese chinese english estonian finnish french hebrew polish russian spanish welsh,"English, Arabic, Chinese, Welsh, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese",,https://multisimlex.com/,,Multi-SimLex,arabic_in_source arabic_score cantonese_in_source cantonese_score chinese_in_source chinese_score english_in_source english_score estonian_in_source estonian_score finnish_in_source finnish_score french_erratum french_in_source french_score hebrew_in_source hebrew_score links mandarin_erratum polish_in_source polish_score pos russian_erratum russian_in_source russian_score simlex_glosses simlex_ids spanish_erratum spanish_in_source spanish_score welsh_in_source welsh_score
Huttenlocher-1979-225,"Huttenlocher, Janellen and Lui, Felicia 1979","This list contains stimuli from three experiments on the semantic organization of nouns and verbs in early language acquisition. In the list, we have marked the semantic groups to which individual items were assigned in the three experiments. These categories were added by us, as they were not provided in the original data, but rather tacitly assumed.","Huttenlocher, Janellen and Lui, Felicia",n.d.,Huttenlocher1979,,Huttenlocher1979,acquisition,1979,225,english,English,,,141-162,,experiment number_in_table page pos semantic_group
Carvalho-2021-206,"de Carvalho, Fernando O. 2021","The given list consists of 206 cognate sets from the Iñapari, Apurinã, and Yine varieties. The data were employed in a comparative reconstruction of the phonology of their shared ancestor, the Proto-Purus language. Since the data were gathered from multiple dictionaries and grammars on the target languages, some concepts marked with (sp.) appear to refer to different species of the same animal.","de Carvalho, Fernando O.",n.d.,Carvalho2021,,,areal; basic,2021,206,english,"Iñapari, Apurinã, Yine",,,96-106,,
Thwaites-2020-98,"Thwaites, Peter 2020","The given 98-item list consists of 49 transitive and 49 intransitive verbs that were employed in a word association task in order to investigate the impact of transitivity of English verbs on response patterns among native English speakers. The intransitive verbs were derived from an online list of verbs based on the search query “English intransitive verbs”. The transitive verbs were selected from the [SUBTLEX-UK database](sources.bib#cldf:vanHeuven2014), and the Longman Dictionary of Contemporary English was used to eliminate the verbs with intransitive entries.","Thwaites, Peter",n.d.,Thwaites2020,,,specific,2020,98,english,English,,,481,,transitivity
Chin-2015-100,"Chin, Andy 2015","This concept list, based on the list [of 100 items by Swadesh](conceptlists.csv#cldf:Swadesh-1955-100) was used to illustrate the differences between Gelong and neighboring Hlai languages.","Chin, Andy",n.d.,Chin2015,Swadesh-1955-100,,basic,2015,100,english,Hlai,,,151-155,,
Holm-2017-100,"Holm, Hans-Jörg 2017",This concept list based on the late [100-item list by Swadesh](conceptlists.csv#cldf:Swadesh-1971-100) was used for a lexicostatistical investigation of Indo-European languages.,"Holm, Hans-Jörg",n.d.,Holm2017,Swadesh-1971-100,,basic,2017,100,english,Indo-European,,,,,lexibank_gloss
Serva-2020-207,"Serva, Maurizio and Pasquini, Michele 2020",This concept list based on the combination of Swadesh's concept lists by [Comrie (1977)](conceptlists.csv#cldf:Comrie-1977-207) was used to study the evolution of Malagasy dialects.,"Serva, Maurizio and Pasquini, Michele",n.d.,Serva2020,Comrie-1977-207,,basic,2020,207,english french italian malagasy,Malagasy dialects,,https://doi.org/10.1371/journal.pone.0240170,,,
Scheible-2014-1755,"Scheible, Silke and Schulte im Walde, Sabine 2014","The database includes semantically related word pairs for German. The ratings on similarity are based on human judgement experiments and comprise (i) a representative selection of target lexical units balanced for semantic category, polysemy, and corpus frequency, (ii) a set of human-generated semantically related word pairs based on the target units, and (iii) a subset of the generated word pairs rated for their relation strength, including positive and negative relation evidence. A version of the database by [Lapesa, Schulte im Walde and Evert (2014)](conceptlists.csv#cldf:Lapesa-2014-772) includes ratings for English.","Scheible, Silke and Schulte im Walde, Sabine",n.d. In.,Scheible2014,Lapesa-2014-772,,ratings; relations,2014,1755,german,German,,,,Database of Paradigmatic Semantic Relation Pairs for German,ids_in_source links pos relation_type scores
Lapesa-2014-772,"Lapesa, Gabriella and Schulte im Walde, Sabine and Evert, Stefan 2014","The database includes semantically related word pairs for English is based on [Scheible and Schulte im Walde (2014)](conceptlists.csv#cldf:Scheible-2014-1755). The ratings on similarity are based on human judgement experiments and comprise (i) a representative selection of target lexical units balanced for semantic category, polysemy, and corpus frequency, (ii) a set of human-generated semantically related word pairs based on the target units, and (iii) a subset of the generated word pairs rated for their relation strength, including positive and negative relation evidence.","Lapesa, Gabriella and Schulte im Walde, Sabine and Evert, Stefan",n.d.,Lapesa2014,Scheible-2014-1755,,ratings; relations,2014,772,english,English,,,,Database of Paradigmatic Semantic Relation Pairs for English,backward_scores degree_class forward_scores frequency_class ids_in_source links polysemy_class pos relation_type
Say-2020-130,"Say, Sergey 2020","The given list underlies the BivalTyp database of 130 bivalent predicates in 86 languages, mainly spoken in Northern Eurasia. The data were gathered in the questionnaire, carried out in [Say et al. (2020)](sources.bib#cldf:Say2020b).","Say, Sergey",n.d.,Say2020a,,,questionnaire,2020,130,english,Global,,,,,argument_frame stimulus_sentence
Constenla-2005-110,"Constenla Umaña, Adolfo 2005","The list is a reduced form of a 120-item concept list which the author used in a previous paper on the relationship on Lencan and Misumalpam languages. In this version, the information for Chibchan languages was added to analyze cognates of all three families and argue in favor of an underlying genealogical relationship between them.","Constenla Umaña, Adolfo",n.d.,Constenla2005,,,basic,2005,110,spanish,"Chibchan, Misumalpam and Lencan languages",,,,,page_in_source
Hantgan-2018-302,"Hantgan, Abbie and List, Johann-Mattis 2018","This 302-item list underlies the lexical comparative study on Bangime and its neighbouring Dogon languages. The core of this conceptlist is formed by the data from the Dogon comparative wordlist ([Heath et al. 2015](sources.bib#cldf:Heath2015)), with the addition of data collected for Bangime ([Heath and Hantgan 2018](sources.bib#cldf:Heath2018)), and Jenaama ([Heath 2016](sources.bib#cldf:Heath2016)) while Mande language data were derived from the RefLex database ([Segerer and Flavier 2016](sources.bib#cldf:Segerer2016)).","Hantgan, Abbie and List, Johann-Mattis",n.d.,Hantgan2018,,,basic,2018,302,english,Bangime and the neighbouring Dogon languages,,,,,
Teit-1908-693,"Teit, James 1908","The given 693-item-list underlies an extended study on the distribution of the dialects of the Interior Salish language, conducted by James Teit in 1908. The original lists are titled  “Vocabulary in Okanagan and Related Dialects” and include three Interior Salishan varieties: Okanagan, Kalispel and Columbia. However, the study the current list was retrieved from focuses on just the Okanagan language and its three varieties, namely Sanpoil, Colville and Lake dialects. The original numbering of the list that indicates 636 entries in total is potentionally problematic as the list is missing number 125 and does not include the “sub-entries”, i.e. groups of related concepts. Moreover, in some cases, English glosses were incomplete so we have added them in square brackets.","Teit, James",n.d.,Doak1983,,,areal; questionnaire,1908,693,english,"Okagan language and its Sanpoil, Colville and Lake dialects",,,42-93,,number_in_source page
Koelle-1854-280,"Koelle, Sigismund W. 1854","This large concept list, partitioned into 280 items which are subdivided on several occasions, was used to describe and compare the lexicon of 300 African languages.","Koelle, Sigismund W.",n.d.,Koelle1854,,,basic,1854,280,english,African languages,,,,PolyglottaAfricana,lexibank_gloss
