concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
1931	beeswax	A yellowish or dark brown wax secreted by honeybees for constructing honeycombs.	n15094824	beeswax	n15094824	27.0	a yellow to brown wax secreted by honeybees to build honeycombs	same	7.0
1932	guess	To suppose, to estimate or to make a surmise.	v00672433	approximate	s00915976	43.0	not quite exact or correct	different	3.0
1932	guess	To suppose, to estimate or to make a surmise.	v00672433	estimate	v00672433	981.0	judge tentatively or form an estimate of (quantities or time)	same	3.0
1932	guess	To suppose, to estimate or to make a surmise.	v00672433	gauge	v00672433	116.0	judge tentatively or form an estimate of (quantities or time)	same	3.0
1932	guess	To suppose, to estimate or to make a surmise.	v00672433	guess	v00631737	2069.0	expect, believe, or suppose	different	3.0
1932	guess	To suppose, to estimate or to make a surmise.	v00672433	judge	n10225219	1125.0	a public official authorized to decide questions brought before a court of justice	different	3.0
1934	beggar	A person who begs.	n09847010	beggar	n09847010	56.0	a pauper who lives by begging	same	7.0
1934	beggar	A person who begs.	n09847010	mendicant	n10111903	2.0	a male member of a religious order that originally relied solely on alms	different	7.0
1936	deer	The common name for 41 species of even-toed ungulates that compose the family Cervidae in the order Artiodactyla; males have antlers.	n02430045	cervid	n02430045	1.0	distinguished from Bovidae by the male's having solid deciduous antlers	same	14.0
1936	deer	The common name for 41 species of even-toed ungulates that compose the family Cervidae in the order Artiodactyla; males have antlers.	n02430045	deer	n02430045	811.0	distinguished from Bovidae by the male's having solid deciduous antlers	same	14.0
1938	fortress	A fortified place; a large and permanent fortification, sometimes including a town.	n03386011	fort	n03420559	153.0	a fortified military post where troops are stationed	different	7.0
1938	fortress	A fortified place; a large and permanent fortification, sometimes including a town.	n03386011	fortress	n03386011	137.0	a fortified defensive structure	same	7.0
1939	swear	To declare or affirm solemnly and formally as true.	v00889947	swear	v01011031	457.0	to declare or affirm solemnly and formally as true	different	6.0
1940	guard	A person who protects or watches over something.	n10150071	guard	n10150071	1279.0	a person who keeps watch over something or someone	same	6.0
1941	soldier	A person who is actively engaged in battle, conflict or warfare.	n10622053	soldier	n10622053	2624.0	an enlisted man or woman who serves in an army	same	8.0
1942	near	Not far distant in time or space or degree or circumstances.	r00409709	close	r00409709	2993.0	near in time or place or relationship	same	0.0
1942	near	Not far distant in time or space or degree or circumstances.	r00409709	near	a00444519	877.0	not far distant in time or space or degree or circumstances	different	0.0
1942	near	Not far distant in time or space or degree or circumstances.	r00409709	nigh	a00444519	6.0	not far distant in time or space or degree or circumstances	different	0.0
1945	idol	A representation of a deity, notably a statue or a statuette.	n03560161	god	n09505418	536.0	any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force	different	8.0
1945	idol	A representation of a deity, notably a statue or a statuette.	n03560161	idol	n10198437	71.0	someone who is adored blindly and excessively	different	8.0
1948	saw	A tool with a toothed blade used for cutting hard substances, in particular wood or metal.	n04140064	saw	n03996145	186.0	a power tool for cutting wood	different	9.0
1950	beech	Any tree of the genus Fagus, of temperate regions, having a smooth gray bark and bearing small, edible, triangular nuts.	n12260799	beech	n12260799	19.0	any of several large deciduous trees with rounded spreading crowns and smooth grey bark and small sweet edible triangular nuts enclosed in burs; north temperate regions	same	10.0
1957	goiter	Enlargement of the thyroid gland.	n14199477	goiter	n14199477	4.0	abnormally enlarged thyroid gland; can result from underproduction or overproduction of hormone or from a deficiency of iodine in the diet	same	10.0
1957	goiter	Enlargement of the thyroid gland.	n14199477	goitre				different	10.0
1957	goiter	Enlargement of the thyroid gland.	n14199477	struma				different	10.0
1957	goiter	Enlargement of the thyroid gland.	n14199477	thyromegaly				different	10.0
1958	unripe	That is not yet ripe (edible fruit), usually hard and sour.	a01493897	green	s00375969	3642.0	of the color between blue and yellow in the color spectrum; similar to the color of fresh grass	different	0.0
1958	unripe	That is not yet ripe (edible fruit), usually hard and sour.	a01493897	immature	a01492394	43.0	characteristic of a lack of maturity	different	0.0
1958	unripe	That is not yet ripe (edible fruit), usually hard and sour.	a01493897	unripe	a01493897	1.0	not fully developed or mature; not ripe	same	0.0
1958	unripe	That is not yet ripe (edible fruit), usually hard and sour.	a01493897	unripened	a01493897	1.0	not fully developed or mature; not ripe	same	0.0
1959	raw	That has not been cooked (food).	a00619433	raw	s01952643	322.0	(used especially of commodities) being unprocessed or manufactured using only simple or minimal processes	different	0.0
1961	necklace	An article of jewelry that is worn around the neck.	n03814906	necklace	n03814906	312.0	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)	same	8.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	directly	r00504281	875.0	without anyone or anything intervening	different	0.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	forthwith	r00048739	7.0	without delay or hesitation; with no time intervening	same	0.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	immediately	r00048739	2129.0	without delay or hesitation; with no time intervening	same	0.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	instantly	r00048739	455.0	without delay or hesitation; with no time intervening	same	0.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	now	r00049433	18752.0	in the historical present; at this point in the narration of a series of past events	different	0.0
1963	immediately	In an immediate manner; instantly or without delay.	r00048739	straightaway	n04331126	27.0	a straight segment of a roadway or racecourse	different	0.0
1966	bunch	A group of things fastened or growing together.	n07959943	bunch	n08273843	278.0	an informal body of friends	different	5.0
1966	bunch	A group of things fastened or growing together.	n07959943	clump	n07961016	125.0	a compact mass	different	5.0
1966	bunch	A group of things fastened or growing together.	n07959943	cluster	n07959943	514.0	a grouping of a number of similar things	same	5.0
1966	bunch	A group of things fastened or growing together.	n07959943	clustering	n07959943	7.0	a grouping of a number of similar things	same	5.0
1970	canoe	A light narrow boat driven by a paddle.	n02951358	canoe	n02951358	173.0	small and light boat; pointed at both ends; propelled with a paddle	same	12.0
1971	fan (object)	A device for creating a current of air by movement of a surface or surfaces. (WN:360)	n03320046	fan	n10639925	1329.0	an enthusiastic devotee of sports	different	7.0
1972	young goat (kid)	A young goat.	n02416820	kid	n09917593	7544.0	a young person of either sex	different	16.0
1973	demon	Evil spirit or person that is wicked or cruel in their actions.	n09542339	daemon	n09506216	4.0	a person who is part mortal and part god	different	9.0
1973	demon	Evil spirit or person that is wicked or cruel in their actions.	n09542339	daimon	n09542339	11.0	an evil supernatural being	same	9.0
1973	demon	Evil spirit or person that is wicked or cruel in their actions.	n09542339	demon	n09542339	582.0	an evil supernatural being	same	9.0
1973	demon	Evil spirit or person that is wicked or cruel in their actions.	n09542339	devil	n09543353	390.0	(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell	different	9.0
1973	demon	Evil spirit or person that is wicked or cruel in their actions.	n09542339	fiend	n10329945	33.0	a cruel wicked and inhuman person	different	9.0
1974	centipede	Any of various flattened, wormlike arthropods of the class Chilopoda, whose bodies are divided into many segments, each with one pair of legs.	n1784675	centipede	n01784675	20.0	chiefly nocturnal predacious arthropod having a flattened body of 15 to 173 segments each with a pair of legs, the foremost pair being modified as prehensors	different	9.0
1977	dew	Atmospheric moisture that condenses after a warm day and appears during the night on cool surfaces as small drops.	n14834132	dew	n14834132	76.0	water that has condensed on a cool surface overnight from water vapor in the air	same	8.0
1979	chisel	A tool with a cutting edge at the end.	n03020692	chisel	v01259328	74.0	carve with a chisel	different	11.0
1981	widower	A man whose spouse has died.	n10780506	widower	n10780506	58.0	a man whose wife is dead especially one who has not remarried	same	6.0
1981	widower	A man whose spouse has died.	n10780506	widowman				different	6.0
1982	whirlpool	A rapidly rotating body of water.	n07433145	maelstrom	n07433145	27.0	a powerful circular current of water (usually the result of conflicting tides)	same	9.0
